from_code,from_name,to_code,to_name,distance_km
550907,Ordubad,547508,Yalama (eksport),631.0
550907,Ordubad,554503,Astara (eksport),493.0
550907,Ordubad,558701,Böyük Kəsik (eksport),713.0
550907,Ordubad,550108,Culfa (eksport),39.0
550907,Ordubad,553002,Ələt eksport-Kurik,380.0
550907,Ordubad,548803,Ələt eksport-Türk.,380.0
550907,Ordubad,549204,Ələt eksport-Aktau,380.0
549100,Pirsaat,547508,Yalama (eksport),294.0
549100,Pirsaat,554503,Astara (eksport),220.0
549100,Pirsaat,558701,Böyük Kəsik (eksport),386.0
549100,Pirsaat,550108,Culfa (eksport),386.0
549100,Pirsaat,553002,Ələt eksport-Kurik,43.0
549100,Pirsaat,548803,Ələt eksport-Türk.,43.0
549100,Pirsaat,549204,Ələt eksport-Aktau,43.0
546507,Pirşağı,547508,Yalama (eksport),238.0
546507,Pirşağı,554503,Astara (eksport),358.0
546507,Pirşağı,558701,Böyük Kəsik (eksport),534.0
546507,Pirşağı,550108,Culfa (eksport),524.0
546507,Pirşağı,553002,Ələt eksport-Kurik,125.0
546507,Pirşağı,548803,Ələt eksport-Türk.,125.0
546507,Pirşağı,549204,Ələt eksport-Aktau,125.0
558400,Poylu,547508,Yalama (eksport),647.0
558400,Poylu,554503,Astara (eksport),553.0
558400,Poylu,558701,Böyük Kəsik (eksport),33.0
558400,Poylu,550108,Culfa (eksport),719.0
558400,Poylu,553002,Ələt eksport-Kurik,396.0
558400,Poylu,548803,Ələt eksport-Türk.,396.0
558400,Poylu,549204,Ələt eksport-Aktau,396.0
548108,Puta,547508,Yalama (eksport),211.0
548108,Puta,554503,Astara (eksport),293.0
548108,Puta,558701,Böyük Kəsik (eksport),469.0
548108,Puta,550108,Culfa (eksport),459.0
548108,Puta,553002,Ələt eksport-Kurik,60.0
548108,Puta,548803,Ələt eksport-Türk.,60.0
548108,Puta,549204,Ələt eksport-Aktau,60.0
551401,Qafan,547508,Yalama (eksport),583.0
551401,Qafan,554503,Astara (eksport),445.0
551401,Qafan,558701,Böyük Kəsik (eksport),665.0
551401,Qafan,550108,Culfa (eksport),165.0
551401,Qafan,553002,Ələt eksport-Kurik,332.0
551401,Qafan,548803,Ələt eksport-Türk.,332.0
551401,Qafan,549204,Ələt eksport-Aktau,332.0
554005,Qamışlıq,547508,Yalama (eksport),489.0
554005,Qamışlıq,554503,Astara (eksport),15.0
554005,Qamışlıq,558701,Böyük Kəsik (eksport),571.0
554005,Qamışlıq,550108,Culfa (eksport),517.0
554005,Qamışlıq,553002,Ələt eksport-Kurik,238.0
554005,Qamışlıq,548803,Ələt eksport-Türk.,238.0
554005,Qamışlıq,549204,Ələt eksport-Aktau,238.0
548201,Qaradağ,547508,Yalama (eksport),223.0
548201,Qaradağ,554503,Astara (eksport),281.0
548201,Qaradağ,558701,Böyük Kəsik (eksport),457.0
548201,Qaradağ,550108,Culfa (eksport),447.0
548201,Qaradağ,553002,Ələt eksport-Kurik,48.0
548201,Qaradağ,548803,Ələt eksport-Türk.,48.0
548201,Qaradağ,549204,Ələt eksport-Aktau,48.0
549702,Qaradağ terminal,547508,Yalama (eksport),230.0
549702,Qaradağ terminal,554503,Astara (eksport),288.0
549702,Qaradağ terminal,558701,Böyük Kəsik (eksport),464.0
549702,Qaradağ terminal,550108,Culfa (eksport),454.0
549702,Qaradağ terminal,553002,Ələt eksport-Kurik,55.0
549702,Qaradağ terminal,548803,Ələt eksport-Türk.,55.0
549702,Qaradağ terminal,549204,Ələt eksport-Aktau,55.0
553500,Qasımlı,547508,Yalama (eksport),444.0
553500,Qasımlı,554503,Astara (eksport),60.0
553500,Qasımlı,558701,Böyük Kəsik (eksport),526.0
553500,Qasımlı,550108,Culfa (eksport),472.0
553500,Qasımlı,553002,Ələt eksport-Kurik,193.0
553500,Qasımlı,548803,Ələt eksport-Türk.,193.0
553500,Qasımlı,549204,Ələt eksport-Aktau,193.0
559507,Qax,547508,Yalama (eksport),577.0
559507,Qax,554503,Astara (eksport),483.0
559507,Qax,558701,Böyük Kəsik (eksport),315.0
559507,Qax,550108,Culfa (eksport),649.0
559507,Qax,553002,Ələt eksport-Kurik,326.0
559507,Qax,548803,Ələt eksport-Türk.,326.0
559507,Qax,549204,Ələt eksport-Aktau,326.0
557408,Qazax,547508,Yalama (eksport),645.0
557408,Qazax,554503,Astara (eksport),551.0
557408,Qazax,558701,Böyük Kəsik (eksport),59.0
557408,Qazax,550108,Culfa (eksport),717.0
557408,Qazax,553002,Ələt eksport-Kurik,394.0
557408,Qazax,548803,Ələt eksport-Türk.,394.0
557408,Qazax,549204,Ələt eksport-Aktau,394.0
556509,Qırıxlı,547508,Yalama (eksport),560.0
556509,Qırıxlı,554503,Astara (eksport),466.0
556509,Qırıxlı,558701,Böyük Kəsik (eksport),138.0
556509,Qırıxlı,550108,Culfa (eksport),632.0
556509,Qırıxlı,553002,Ələt eksport-Kurik,309.0
556509,Qırıxlı,548803,Ələt eksport-Türk.,309.0
556509,Qırıxlı,549204,Ələt eksport-Aktau,309.0
545805,Qızılburun,547508,Yalama (eksport),94.0
545805,Qızılburun,554503,Astara (eksport),410.0
545805,Qızılburun,558701,Böyük Kəsik (eksport),586.0
545805,Qızılburun,550108,Culfa (eksport),576.0
545805,Qızılburun,553002,Ələt eksport-Kurik,177.0
545805,Qızılburun,548803,Ələt eksport-Türk.,177.0
545805,Qızılburun,549204,Ələt eksport-Aktau,177.0
556405,Qızılca,547508,Yalama (eksport),570.0
556405,Qızılca,554503,Astara (eksport),476.0
556405,Qızılca,558701,Böyük Kəsik (eksport),148.0
556405,Qızılca,550108,Culfa (eksport),642.0
556405,Qızılca,553002,Ələt eksport-Kurik,319.0
556405,Qızılca,548803,Ələt eksport-Türk.,319.0
556405,Qızılca,549204,Ələt eksport-Aktau,319.0
548409,Qobustan,547508,Yalama (eksport),247.0
548409,Qobustan,554503,Astara (eksport),257.0
548409,Qobustan,558701,Böyük Kəsik (eksport),433.0
548409,Qobustan,550108,Culfa (eksport),423.0
548409,Qobustan,553002,Ələt eksport-Kurik,24.0
548409,Qobustan,548803,Ələt eksport-Türk.,24.0
548409,Qobustan,549204,Ələt eksport-Aktau,24.0
557003,Qovlar,547508,Yalama (eksport),599.0
557003,Qovlar,554503,Astara (eksport),505.0
557003,Qovlar,558701,Böyük Kəsik (eksport),81.0
557003,Qovlar,550108,Culfa (eksport),671.0
557003,Qovlar,553002,Ələt eksport-Kurik,348.0
557003,Qovlar,548803,Ələt eksport-Türk.,348.0
557003,Qovlar,549204,Ələt eksport-Aktau,348.0
556301,Quşçu körpü,547508,Yalama (eksport),586.0
556301,Quşçu körpü,554503,Astara (eksport),492.0
556301,Quşçu körpü,558701,Böyük Kəsik (eksport),164.0
556301,Quşçu körpü,550108,Culfa (eksport),658.0
556301,Quşçu körpü,553002,Ələt eksport-Kurik,335.0
556301,Quşçu körpü,548803,Ələt eksport-Türk.,335.0
556301,Quşçu körpü,549204,Ələt eksport-Aktau,335.0
552300,Saatlı,547508,Yalama (eksport),357.0
552300,Saatlı,554503,Astara (eksport),219.0
552300,Saatlı,558701,Böyük Kəsik (eksport),439.0
552300,Saatlı,550108,Culfa (eksport),313.0
552300,Saatlı,553002,Ələt eksport-Kurik,106.0
552300,Saatlı,548803,Ələt eksport-Türk.,106.0
552300,Saatlı,549204,Ələt eksport-Aktau,106.0
552508,Sabir,547508,Yalama (eksport),352.0
552508,Sabir,554503,Astara (eksport),214.0
552508,Sabir,558701,Böyük Kəsik (eksport),434.0
552508,Sabir,550108,Culfa (eksport),330.0
552508,Sabir,553002,Ələt eksport-Kurik,101.0
552508,Sabir,548803,Ələt eksport-Türk.,101.0
552508,Sabir,549204,Ələt eksport-Aktau,101.0
545608,Şabran,547508,Yalama (eksport),75.0
545608,Şabran,554503,Astara (eksport),429.0
545608,Şabran,558701,Böyük Kəsik (eksport),605.0
545608,Şabran,550108,Culfa (eksport),595.0
545608,Şabran,553002,Ələt eksport-Kurik,196.0
545608,Şabran,548803,Ələt eksport-Türk.,196.0
545608,Şabran,549204,Ələt eksport-Aktau,196.0
558504,Salahlı,547508,Yalama (eksport),657.0
558504,Salahlı,554503,Astara (eksport),563.0
558504,Salahlı,558701,Böyük Kəsik (eksport),23.0
558504,Salahlı,550108,Culfa (eksport),729.0
558504,Salahlı,553002,Ələt eksport-Kurik,406.0
558504,Salahlı,548803,Ələt eksport-Türk.,406.0
558504,Salahlı,549204,Ələt eksport-Aktau,406.0
553106,Salyan,547508,Yalama (eksport),368.0
553106,Salyan,554503,Astara (eksport),136.0
553106,Salyan,558701,Böyük Kəsik (eksport),450.0
553106,Salyan,550108,Culfa (eksport),396.0
553106,Salyan,553002,Ələt eksport-Kurik,117.0
553106,Salyan,548803,Ələt eksport-Türk.,117.0
553106,Salyan,549204,Ələt eksport-Aktau,117.0
552404,Saracalar,547508,Yalama (eksport),346.0
552404,Saracalar,554503,Astara (eksport),208.0
552404,Saracalar,558701,Böyük Kəsik (eksport),428.0
552404,Saracalar,550108,Culfa (eksport),324.0
552404,Saracalar,553002,Ələt eksport-Kurik,95.0
552404,Saracalar,548803,Ələt eksport-Türk.,95.0
552404,Saracalar,549204,Ələt eksport-Aktau,95.0
550606,Şahtaxtı,547508,Yalama (eksport),755.0
550606,Şahtaxtı,554503,Astara (eksport),617.0
550606,Şahtaxtı,558701,Böyük Kəsik (eksport),837.0
550606,Şahtaxtı,550108,Culfa (eksport),85.0
550606,Şahtaxtı,553002,Ələt eksport-Kurik,504.0
550606,Şahtaxtı,548803,Ələt eksport-Türk.,504.0
550606,Şahtaxtı,549204,Ələt eksport-Aktau,504.0
559403,Şəki,547508,Yalama (eksport),539.0
559403,Şəki,554503,Astara (eksport),445.0
559403,Şəki,558701,Böyük Kəsik (eksport),277.0
559403,Şəki,550108,Culfa (eksport),611.0
559403,Şəki,553002,Ələt eksport-Kurik,288.0
559403,Şəki,548803,Ələt eksport-Türk.,288.0
559403,Şəki,549204,Ələt eksport-Aktau,288.0
556706,Şəmkir,547508,Yalama (eksport),562.0
556706,Şəmkir,554503,Astara (eksport),468.0
556706,Şəmkir,558701,Böyük Kəsik (eksport),118.0
556706,Şəmkir,550108,Culfa (eksport),634.0
556706,Şəmkir,553002,Ələt eksport-Kurik,311.0
556706,Şəmkir,548803,Ələt eksport-Türk.,311.0
556706,Şəmkir,549204,Ələt eksport-Aktau,311.0
548305,Sanqaçal,547508,Yalama (eksport),238.0
548305,Sanqaçal,554503,Astara (eksport),266.0
548305,Sanqaçal,558701,Böyük Kəsik (eksport),442.0
548305,Sanqaçal,550108,Culfa (eksport),432.0
548305,Sanqaçal,553002,Ələt eksport-Kurik,33.0
548305,Sanqaçal,548803,Ələt eksport-Türk.,33.0
548305,Sanqaçal,549204,Ələt eksport-Aktau,33.0
548606,Sanqaçal ter.(aşırma),547508,Yalama (eksport),240.0
548606,Sanqaçal ter.(aşırma),554503,Astara (eksport),268.0
548606,Sanqaçal ter.(aşırma),558701,Böyük Kəsik (eksport),444.0
548606,Sanqaçal ter.(aşırma),550108,Culfa (eksport),434.0
548606,Sanqaçal ter.(aşırma),553002,Ələt eksport-Kurik,35.0
548606,Sanqaçal ter.(aşırma),548803,Ələt eksport-Türk.,35.0
548606,Sanqaçal ter.(aşırma),549204,Ələt eksport-Aktau,35.0
550502,Şərur,547508,Yalama (eksport),781.0
550502,Şərur,554503,Astara (eksport),643.0
550502,Şərur,558701,Böyük Kəsik (eksport),863.0
550502,Şərur,550108,Culfa (eksport),111.0
550502,Şərur,553002,Ələt eksport-Kurik,530.0
550502,Şərur,548803,Ələt eksport-Türk.,530.0
550502,Şərur,549204,Ələt eksport-Aktau,530.0
550409,Şərur (eksport),547508,Yalama (eksport),807.0
550409,Şərur (eksport),554503,Astara (eksport),669.0
550409,Şərur (eksport),558701,Böyük Kəsik (eksport),889.0
550409,Şərur (eksport),550108,Culfa (eksport),137.0
550409,Şərur (eksport),553002,Ələt eksport-Kurik,556.0
550409,Şərur (eksport),548803,Ələt eksport-Türk.,556.0
550409,Şərur (eksport),549204,Ələt eksport-Aktau,556.0
552705,Şirvan,547508,Yalama (eksport),309.0
552705,Şirvan,554503,Astara (eksport),195.0
552705,Şirvan,558701,Böyük Kəsik (eksport),391.0
552705,Şirvan,550108,Culfa (eksport),361.0
552705,Şirvan,553002,Ələt eksport-Kurik,58.0
552705,Şirvan,548803,Ələt eksport-Türk.,58.0
552705,Şirvan,549204,Ələt eksport-Aktau,58.0
546102,Sitalçay,547508,Yalama (eksport),135.0
546102,Sitalçay,554503,Astara (eksport),369.0
546102,Sitalçay,558701,Böyük Kəsik (eksport),545.0
546102,Sitalçay,550108,Culfa (eksport),535.0
546102,Sitalçay,553002,Ələt eksport-Kurik,136.0
546102,Sitalçay,548803,Ələt eksport-Türk.,136.0
546102,Sitalçay,549204,Ələt eksport-Aktau,136.0
545909,Siyəzən,547508,Yalama (eksport),105.0
545909,Siyəzən,554503,Astara (eksport),399.0
545909,Siyəzən,558701,Böyük Kəsik (eksport),575.0
545909,Siyəzən,550108,Culfa (eksport),565.0
545909,Siyəzən,553002,Ələt eksport-Kurik,166.0
545909,Siyəzən,548803,Ələt eksport-Türk.,166.0
545909,Siyəzən,549204,Ələt eksport-Aktau,166.0
552902,Soltanlı,547508,Yalama (eksport),497.0
552902,Soltanlı,554503,Astara (eksport),359.0
552902,Soltanlı,558701,Böyük Kəsik (eksport),579.0
552902,Soltanlı,550108,Culfa (eksport),173.0
552902,Soltanlı,553002,Ələt eksport-Kurik,246.0
552902,Soltanlı,548803,Ələt eksport-Türk.,246.0
552902,Soltanlı,549204,Ələt eksport-Aktau,246.0
558608,Soyuq-Bulaq,547508,Yalama (eksport),666.0
558608,Soyuq-Bulaq,554503,Astara (eksport),572.0
558608,Soyuq-Bulaq,558701,Böyük Kəsik (eksport),14.0
558608,Soyuq-Bulaq,550108,Culfa (eksport),738.0
558608,Soyuq-Bulaq,553002,Ələt eksport-Kurik,415.0
558608,Soyuq-Bulaq,548803,Ələt eksport-Türk.,415.0
558608,Soyuq-Bulaq,549204,Ələt eksport-Aktau,415.0
546403,Sumqayıt,547508,Yalama (eksport),167.0
546403,Sumqayıt,554503,Astara (eksport),337.0
546403,Sumqayıt,558701,Böyük Kəsik (eksport),513.0
546403,Sumqayıt,550108,Culfa (eksport),503.0
546403,Sumqayıt,553002,Ələt eksport-Kurik,104.0
546403,Sumqayıt,548803,Ələt eksport-Türk.,104.0
546403,Sumqayıt,549204,Ələt eksport-Aktau,104.0
549401,Suraxanı,547508,Yalama (eksport),218.0
549401,Suraxanı,554503,Astara (eksport),338.0
549401,Suraxanı,558701,Böyük Kəsik (eksport),514.0
549401,Suraxanı,550108,Culfa (eksport),504.0
549401,Suraxanı,553002,Ələt eksport-Kurik,105.0
549401,Suraxanı,548803,Ələt eksport-Türk.,105.0
549401,Suraxanı,549204,Ələt eksport-Aktau,105.0
555402,Təzəkənd,547508,Yalama (eksport),522.0
555402,Təzəkənd,554503,Astara (eksport),428.0
555402,Təzəkənd,558701,Böyük Kəsik (eksport),260.0
555402,Təzəkənd,550108,Culfa (eksport),594.0
555402,Təzəkənd,553002,Ələt eksport-Kurik,271.0
555402,Təzəkənd,548803,Ələt eksport-Türk.,271.0
555402,Təzəkənd,549204,Ələt eksport-Aktau,271.0
557107,Tovuz,547508,Yalama (eksport),612.0
557107,Tovuz,554503,Astara (eksport),518.0
557107,Tovuz,558701,Böyük Kəsik (eksport),68.0
557107,Tovuz,550108,Culfa (eksport),684.0
557107,Tovuz,553002,Ələt eksport-Kurik,361.0
557107,Tovuz,548803,Ələt eksport-Türk.,361.0
557107,Tovuz,549204,Ələt eksport-Aktau,361.0
554908,Ucar,547508,Yalama (eksport),426.0
554908,Ucar,554503,Astara (eksport),332.0
554908,Ucar,558701,Böyük Kəsik (eksport),254.0
554908,Ucar,550108,Culfa (eksport),498.0
554908,Ucar,553002,Ələt eksport-Kurik,175.0
554908,Ucar,548803,Ələt eksport-Türk.,175.0
554908,Ucar,549204,Ələt eksport-Aktau,175.0
552103,Vətəqə,547508,Yalama (eksport),400.0
552103,Vətəqə,554503,Astara (eksport),262.0
552103,Vətəqə,558701,Böyük Kəsik (eksport),482.0
552103,Vətəqə,550108,Culfa (eksport),270.0
552103,Vətəqə,553002,Ələt eksport-Kurik,149.0
552103,Vətəqə,548803,Ələt eksport-Türk.,149.0
552103,Vətəqə,549204,Ələt eksport-Aktau,149.0
545307,Xaçmaz,547508,Yalama (eksport),42.0
545307,Xaçmaz,554503,Astara (eksport),462.0
545307,Xaçmaz,558701,Böyük Kəsik (eksport),638.0
545307,Xaçmaz,550108,Culfa (eksport),628.0
545307,Xaçmaz,553002,Ələt eksport-Kurik,229.0
545307,Xaçmaz,548803,Ələt eksport-Türk.,229.0
545307,Xaçmaz,549204,Ələt eksport-Aktau,229.0
559300,Xanabad,547508,Yalama (eksport),498.0
559300,Xanabad,554503,Astara (eksport),404.0
559300,Xanabad,558701,Böyük Kəsik (eksport),236.0
559300,Xanabad,550108,Culfa (eksport),570.0
559300,Xanabad,553002,Ələt eksport-Kurik,247.0
559300,Xanabad,548803,Ələt eksport-Türk.,247.0
559300,Xanabad,549204,Ələt eksport-Aktau,247.0
555608,Xankəndi,547508,Yalama (eksport),576.0
555608,Xankəndi,554503,Astara (eksport),482.0
555608,Xankəndi,558701,Böyük Kəsik (eksport),314.0
555608,Xankəndi,550108,Culfa (eksport),648.0
555608,Xankəndi,553002,Ələt eksport-Kurik,325.0
555608,Xankəndi,548803,Ələt eksport-Türk.,325.0
555608,Xankəndi,549204,Ələt eksport-Aktau,325.0
552001,Xələc,547508,Yalama (eksport),412.0
552001,Xələc,554503,Astara (eksport),274.0
552001,Xələc,558701,Böyük Kəsik (eksport),494.0
552001,Xələc,550108,Culfa (eksport),258.0
552001,Xələc,553002,Ələt eksport-Kurik,161.0
552001,Xələc,548803,Ələt eksport-Türk.,161.0
552001,Xələc,549204,Ələt eksport-Aktau,161.0
551609,Xələfli,547508,Yalama (eksport),508.0
551609,Xələfli,554503,Astara (eksport),370.0
551609,Xələfli,558701,Böyük Kəsik (eksport),590.0
551609,Xələfli,550108,Culfa (eksport),162.0
551609,Xələfli,553002,Ələt eksport-Kurik,257.0
551609,Xələfli,548803,Ələt eksport-Türk.,257.0
551609,Xələfli,549204,Ələt eksport-Aktau,257.0
546704,Xırdalan,547508,Yalama (eksport),186.0
546704,Xırdalan,554503,Astara (eksport),318.0
546704,Xırdalan,558701,Böyük Kəsik (eksport),494.0
546704,Xırdalan,550108,Culfa (eksport),484.0
546704,Xırdalan,553002,Ələt eksport-Kurik,85.0
546704,Xırdalan,548803,Ələt eksport-Türk.,85.0
546704,Xırdalan,549204,Ələt eksport-Aktau,85.0
545107,Xudat,547508,Yalama (eksport),21.0
545107,Xudat,554503,Astara (eksport),483.0
545107,Xudat,558701,Böyük Kəsik (eksport),659.0
545107,Xudat,550108,Culfa (eksport),649.0
545107,Xudat,553002,Ələt eksport-Kurik,250.0
545107,Xudat,548803,Ələt eksport-Türk.,250.0
545107,Xudat,549204,Ələt eksport-Aktau,250.0
545006,Yalama,547508,Yalama (eksport),4.0
545006,Yalama,554503,Astara (eksport),500.0
545006,Yalama,558701,Böyük Kəsik (eksport),676.0
545006,Yalama,550108,Culfa (eksport),666.0
545006,Yalama,553002,Ələt eksport-Kurik,267.0
545006,Yalama,548803,Ələt eksport-Türk.,267.0
545006,Yalama,549204,Ələt eksport-Aktau,267.0
547508,Yalama (eksport),547508,Yalama (eksport),0.0
547508,Yalama (eksport),554503,Astara (eksport),504.0
547508,Yalama (eksport),558701,Böyük Kəsik (eksport),680.0
547508,Yalama (eksport),550108,Culfa (eksport),670.0
547508,Yalama (eksport),553002,Ələt eksport-Kurik,271.0
547508,Yalama (eksport),548803,Ələt eksport-Türk.,271.0
547508,Yalama (eksport),549204,Ələt eksport-Aktau,271.0
555101,Yevlax,547508,Yalama (eksport),471.0
555101,Yevlax,554503,Astara (eksport),377.0
555101,Yevlax,558701,Böyük Kəsik (eksport),209.0
555101,Yevlax,550108,Culfa (eksport),543.0
555101,Yevlax,553002,Ələt eksport-Kurik,220.0
555101,Yevlax,548803,Ələt eksport-Türk.,220.0
555101,Yevlax,549204,Ələt eksport-Aktau,220.0
546302,Z.Tağıyev,547508,Yalama (eksport),156.0
546302,Z.Tağıyev,554503,Astara (eksport),348.0
546302,Z.Tağıyev,558701,Böyük Kəsik (eksport),524.0
546302,Z.Tağıyev,550108,Culfa (eksport),514.0
546302,Z.Tağıyev,553002,Ələt eksport-Kurik,115.0
546302,Z.Tağıyev,548803,Ələt eksport-Türk.,115.0
546302,Z.Tağıyev,549204,Ələt eksport-Aktau,115.0
546901,Z.Tağıyev çeşidləmə,547508,Yalama (eksport),151.0
546901,Z.Tağıyev çeşidləmə,554503,Astara (eksport),353.0
546901,Z.Tağıyev çeşidləmə,558701,Böyük Kəsik (eksport),529.0
546901,Z.Tağıyev çeşidləmə,550108,Culfa (eksport),519.0
546901,Z.Tağıyev çeşidləmə,553002,Ələt eksport-Kurik,120.0
546901,Z.Tağıyev çeşidləmə,548803,Ələt eksport-Türk.,120.0
546901,Z.Tağıyev çeşidləmə,549204,Ələt eksport-Aktau,120.0
557802,Zabrat II,547508,Yalama (eksport),219.0
557802,Zabrat II,554503,Astara (eksport),339.0
557802,Zabrat II,558701,Böyük Kəsik (eksport),515.0
557802,Zabrat II,550108,Culfa (eksport),505.0
557802,Zabrat II,553002,Ələt eksport-Kurik,106.0
557802,Zabrat II,548803,Ələt eksport-Türk.,106.0
557802,Zabrat II,549204,Ələt eksport-Aktau,106.0
559600,Zaqatala,547508,Yalama (eksport),616.0
559600,Zaqatala,554503,Astara (eksport),522.0
559600,Zaqatala,558701,Böyük Kəsik (eksport),354.0
559600,Zaqatala,550108,Culfa (eksport),688.0
559600,Zaqatala,553002,Ələt eksport-Kurik,365.0
559600,Zaqatala,548803,Ələt eksport-Türk.,365.0
559600,Zaqatala,549204,Ələt eksport-Aktau,365.0
556104,Zazalı,547508,Yalama (eksport),528.0
556104,Zazalı,554503,Astara (eksport),434.0
556104,Zazalı,558701,Böyük Kəsik (eksport),152.0
556104,Zazalı,550108,Culfa (eksport),600.0
556104,Zazalı,553002,Ələt eksport-Kurik,277.0
556104,Zazalı,548803,Ələt eksport-Türk.,277.0
556104,Zazalı,549204,Ələt eksport-Aktau,277.0
556903,Zəyəm,547508,Yalama (eksport),585.0
556903,Zəyəm,554503,Astara (eksport),491.0
556903,Zəyəm,558701,Böyük Kəsik (eksport),95.0
556903,Zəyəm,550108,Culfa (eksport),657.0
556903,Zəyəm,553002,Ələt eksport-Kurik,334.0
556903,Zəyəm,548803,Ələt eksport-Türk.,334.0
556903,Zəyəm,549204,Ələt eksport-Aktau,334.0
549308,Zirə,547508,Yalama (eksport),248.0
549308,Zirə,554503,Astara (eksport),368.0
549308,Zirə,558701,Böyük Kəsik (eksport),544.0
549308,Zirə,550108,Culfa (eksport),534.0
549308,Zirə,553002,Ələt eksport-Kurik,135.0
549308,Zirə,548803,Ələt eksport-Türk.,135.0
549308,Zirə,549204,Ələt eksport-Aktau,135.0
549806,Zorat,547508,Yalama (eksport),115.0
549806,Zorat,554503,Astara (eksport),389.0
549806,Zorat,558701,Böyük Kəsik (eksport),565.0
549806,Zorat,550108,Culfa (eksport),555.0
549806,Zorat,553002,Ələt eksport-Kurik,156.0
549806,Zorat,548803,Ələt eksport-Türk.,156.0
549806,Zorat,549204,Ələt eksport-Aktau,156.0
