Раздел,Глава,Наименование,GNG_text
29,2935,Сульфонамиды (кроме перфтороктансульфонамидов),29359000
29,2935,"3-(1-[7-    (гексадецилсульфониламино)-1Н-индол-3-ил]-3-оксо-1Н,3Н-    нафто[1,8-cd]-пиран-1-ил)- N,N- диметил-1Н-индол-7- сульфонамид; метосулам (ISO)",29359030
29,2935,"Сульфонамиды   (кроме   перфтороктансульфонамидов,   3-(1-[7-   (гексадецилсульфониламино)-1Н-
индол-3-ил]-3-оксо-1Н,3Н-  нафто[1,8-cd]-пиран-1-ил)-N,N-  диметил-1Н-индол-7-  сульфонамида  и метосулама (ISO))",29359090
29,2936,"Провитамины и витамины, природные или синтезированные (включая природные концентраты), их производные, используемые в основном в качестве витаминов, и смеси этих
соединений, в том числе в любом растворителе",29360000
29,2936,Витамины А и их производные,29362100
29,2936,Витамин В1 и его производные,29362200
29,2936,Витамин В2 и его производные,29362300
29,2936,"Кислота D- и DL-пантотеновая (витамин В3 или витамин В5), ее производные",29362400
29,2936,Витамин В6 и его производные,29362500
29,2936,Витамин В12 и его производные,29362600
29,2936,Витамин С и его производные,29362700
29,2936,Витамин Е и его производные,29362800
29,2936,Витамины и их производные прочие,29362900
29,2936,"Витамины прочие, включая природные концентраты",29369000
29,2937,"Гормоны, простагландины, тромбоксаны и лейкотриены, природные или синтезированные; их производные и структурные аналоги, включающие цепочечные модифицированные
полипептиды, используемые в основном в качестве гормонов",29370000
29,2937,"Соматотропин, его производные и структурные аналоги",29371100
29,2937,Инсулин и его соли,29371200
29,2937,"Гормоны    прочие    полипептидные,    белковые    гормоны    и    гликопротеиновые    гормоны,    их
производные и структурные аналоги",29371900
29,2937,"Кортизон, гидрокортизон, преднизон (дегидрокортизон) и преднизолон (дегидрогидрокортизон)",29372100
29,2937,Производные галогенированные кортикостероидных гормонов,29372200
29,2937,Эстрогины и прогестины,29372300
29,2937,"Стероидные гормоны, их производные и структурные аналоги",29372900
29,2937,"Простагландины, тромбоксаны и лейкотриены, их производные и структурные аналоги",29375000
29,2937,"Полипептиды цепочные модифицированные прочие, используемые в основном в качестве гормонов",29379000
29,2938,"Гликозиды, природные или синтезированные, их соли, простые и сложные эфиры и прочие производные",29380000
29,2938,Рутозид (рутин) и его производные,29381000
29,2938,Гликозиды прочие,29389000
29,2938,Гликозиды наперстянки,29389010
29,2938,Кислота глицирризиновая и глицирризинаты,29389030
29,2938,"Гликозиды прочие, природные или синтезированные, их соли, простые и сложные эфиры и прочие производные",29389090
29,2939,"Алкалоиды растительного происхождения, природные или синтезированные, их соли,
простые и сложные эфиры и прочие производные",29390000
29,2939,"Концентраты из маковой соломки; бупренорфин (INN), кодеин, дигидрокодеин (INN), этилморфин, эторфин  (INN),   героин,   гидрокодон  (INN),   гидроморфон  (INN),   морфин,   никоморфин  (INN), оксикодон   (INN),   оксиморфон   (INN),   фолкодин   (INN),   ",29391100
29,2939,Алкалоиды опия прочие и их производные; соли этих соединений,29391900
29,2939,"Алкалоиды, выделенные из коры хинного дерева, и их производные; соли этих соединений",29392000
29,2939,Кофеин и его соли,29393000
29,2939,Эфедрин и его соли,29394100
29,2939,Псевдоэфедрин и его соли,29394200
29,2939,Катин (INN) и его соли,29394300
29,2939,Норэфедрин и его соли,29394400
29,2939,Соли эфедрина прочие,29394900
29,2939,Фенетиллин (INN) и его соли,29395100
29,2939,"Теофиллин  и  аминофиллин  (теофиллинэтилендиамин)  и  их  производные;  соли  этих  соединений, кроме фенетиллина и его солей",29395900
29,2939,Эргометрин (INN) и его соли,29396100
29,2939,Эрготамин (INN) и его соли,29396200
29,2939,Кислота лизергиновая и ее соли,29396300
29,2939,Алкалоиды прочие спорыньи ржи и их производные и соли,29396900
29,2939,"Кокаин, экгонин, левометамфетамин, метамфетамин (INN), рацемат метамфетамина; соли, сложные эфиры и их прочие производные",29397100
29,2939,"Алкалоиды  растительного  происхождения,  природные  или  синтезированные,  их  соли,  простые  и сложные эфиры и прочие производные (кроме алкалоидов опия, алкалоидов, выделенных из коры хинного  дерева,  теофиллина  или  аминофиллина  (теофиллинэтиленди",29397900
29,2939,"Никотин, его соли, простые и сложные эфиры и прочие производные",29397910
29,2939,"Алкалоиды  растительного  происхождения,  природные  или  синтезированные,  их  соли,  простые  и
сложные эфиры и прочие производные (кроме никотина, алкалоидов опия, алкалоидов, выделенных из  коры  хинного  дерева,  теофиллина  или  аминофиллина  (теофи",29397990
29,2939,"Алкалоиды нерастительного происхождения, природные или синтезированные, их соли, простые и
сложные эфиры и прочие производные",29398000
29,2940,"Сахара химически чистые, кроме сахарозы, лактозы, мальтозы, глюкозы и фруктозы; простые эфиры сахаров, ацетали сахаров и сложные эфиры сахаров, их соли, кроме
продуктов позиций 2937, 2938 или 2939",29400000
29,2941,Антибиотики,29410000
29,2941,"Пенициллины,   их   производные,   имеющие   структуру   пенициллиновой   кислоты;   соли   этих соединений",29411000
29,2941,Стрептомицины и их производные; соли этих соединений,29412000
29,2941,"Дигидрострептомицин, его соли, сложные эфиры и гидраты",29412030
29,2941,"Стрептомицины и их производные; соли этих соединений, прочие",29412080
29,2941,Тетрациклины и их производные; соли этих соединений,29413000
29,2941,Хлорамфеникол и его производные; соли этих соединений,29414000
29,2941,Эритромицин и его производные; соли этих соединений,29415000
29,2941,Антибиотики прочие,29419000
29,2942,Соединения органические прочие,29420000
30,3001,"Железы и прочие органы, предназначенные для органотерапии, высушенные, измельченные или не измельченные в порошок; экстракты желез или прочих органов или их секретов, предназначенные для органотерапии; гепарин и его соли; прочие вещества человеческого или",30010000
30,3001,Экстракты желез или прочих органов или их секретов,30012000
30,3001,Экстракты желез или прочих органов или их секретов человеческого происхождения,30012010
30,3001,Экстракты прочие желез или прочих органов или их секретов,30012090
30,3001,"Железы и прочие органы, предназначенные для органотерапии, высушенные, прочие",30019000
30,3001,"Железы    и    прочие    органы,    предназначенные    для    органотерапии,    высушенные,    прочие, человеческого происхождения",30019020
30,3001,Гепарин и его соли,30019091
30,3001,"Железы  и  прочие  органы,  предназначенные  для  органотерапии,  высушенные,  прочие,  животного происхождения, прочие",30019098
30,3002,"Кровь человеческая; кровь животных, приготовленная для использования в терапевтических, профилактических или диагностических целях; сыворотки иммунные и фракции крови прочие и модифицированные иммунологические продукты, в том числе
полученные методами био",30020000
30,3002,Диагностический тест-набор на малярию,30021100
30,3002,Сыворотки иммунные и прочие фракции крови,30021200
30,3002,"Иммунологические     продукты,     несмешанные,     не     расфасованные     в     виде     дозированных лекарственных форм или в формы или упаковки для розничной продажи",30021300
30,3002,"Иммунологические продукты, смешанные, не расфасованные в виде дозированных лекарственных
форм или в формы или упаковки для розничной продажи",30021400
30,3002,"Иммунологические  продукты,  расфасованные  в  виде  дозированных  лекарственных  форм  или  в
формы или упаковки для розничной продажи",30021500
30,3002,"Иммунологические продукты, в другом месте не поименованные или не включенные",30021900
30,3002,Вакцины для людей,30022000
30,3002,"Вакцины против SARS-коронавирусов группы ""SARS-CoV"", для человека",30022010
30,3002,"Вакцины для человека, прочие",30022090
30,3002,Вакцины ветеринарные,30023000
30,3002,"Кровь человеческая; кровь животных для медицинских целей; токсины, культуры микроорганизмов и прочие аналогичные продукты",30029000
30,3002,Кровь человеческая,30029010
30,3002,"Кровь  животных,  приготовленная  для  профилактических,  терапевтических  или  диагностических целей",30029030
30,3002,Культуры микроорганизмов,30029050
30,3002,"Вакцины прочие, токсины, культуры микроорганизмов (кроме дрожжей) и аналогичные продукты",30029090
30,3003,"Средства лекарственные (кроме товаров позиций 3002, 3005 или 3006), состоящие из смеси двух или более компонентов, для использования в терапевтических или профилактических целях, но не расфасованные в виде дозированных лекарственных форм или в упаковки дл",30030000
30,3003,"Средства   лекарственные,   не   расфасованные,   содержащие   пенициллины   или   их   производные, имеющие    структуру    пенициллановой    кислоты,    или    содержащие    стрептомицины    или    их производные",30031000
30,3003,"Средства    лекарственные,    не    расфасованные    в    виде    дозированных    лекарственных    форм, содержащие антибиотики",30032000
30,3003,"Средства лекарственные, содержащие инсулин",30033100
30,3003,"Средства  лекарственные,  содержащие  гормоны  или  прочие  соединения  позиции  2937,  кроме
содержащих инсулин",30033900
30,3003,"Лекарственные  средства,  содержащие  эфедрин  или  его  соли,  не  содержащие  гормоны,  прочие соединения позиции 2937 или антибиотики, не расфасованные в виде дозированных лекарственных форм или в формы или упаковки для розничной продажи (кроме товаров",30034100
30,3003,"Лекарственные средства, содержащие псевдоэфедрин (INN) или его соли, не содержащие гормоны, прочие  соединения  позиции  2937  или  антибиотики,  не  расфасованные  в  виде  дозированных лекарственных форм или в формы или упаковки для розничной продажи (к",30034200
30,3003,"Лекарственные средства, содержащие норэфедрин или его  соли, не содержащие гормоны, прочие соединения позиции 2937 или антибиотики, не расфасованные в виде дозированных лекарственных форм или в формы или упаковки для розничной продажи (кроме товаров позиц",30034300
30,3003,"Лекарственные  средства,  содержащие  алкалоиды  или  их  производные,  не  содержащие  гормоны, прочие  соединения  позиции  2937  или  антибиотики,  не  расфасованные  в  виде  дозированных лекарственных   форм   или   в   формы   или   упаковки   для  ",30034900
30,3003,"Лекарственные   средства,   содержащие  противомалярийные   активные  (действующие)   вещества, указанные  в  примечании  к  субпозициям  2  к  Группе  30  ГС,  не  содержащие  гормоны,  прочие соединения позиции 2937 или антибиотики, не расфасованные в в",30036000
30,3003,"Средства лекарственные прочие, состоящие из смеси двух или более компонентов",30039000
30,3004,"Средства лекарственные (кроме товаров позиций 3002, 3005 или 3006), состоящие из смешанных или несмешанных продуктов, для использования в терапевтических или профилактических целях, расфасованные в виде дозированных лекарственных форм
(включая лекарственн",30040000
30,3004,"Средства  лекарственные  содержащие  пенициллины  или  их  производные,  имеющие  структуру
пенициллановой кислоты, или содержащие стрептомицины или их производные",30041000
30,3004,Средства лекарственные содержащие прочие антибиотики,30042000
30,3004,"Средства лекарственные содержащие гормоны или простагландины, тромбоксаны и лейкотриены, и содержащие инсулин",30043100
30,3004,"Средства лекарственные, содержащие кортикостероидные гормоны, их производные и структурные
аналоги, но не содержащие антибиотиков",30043200
30,3004,"Средства лекарственные содержащие гормоны или простагландины, тромбоксаны и лейкотриены,
но не содержащие антибиотиков, прочие",30043900
30,3004,"Лекарственные средства, содержащие эфедрин или его соли, расфасованные в виде дозированных лекарственных  форм  (включая  лекарственные  средства  в  форме  трансдермальных  систем)  или  в формы или упаковки для розничной продажи  (кроме средств, содержа",30044100
30,3004,"Лекарственные средства, псевдоэфедрин (INN) или его соли, расфасованные в виде дозированных лекарственных  форм  (включая  лекарственные  средства  в  форме  трансдермальных  систем)  или  в формы или упаковки для розничной продажи  (кроме средств, содерж",30044200
30,3004,"Лекарственные   средства,   норэфедрин   или   его   соли,   расфасованные   в   виде   дозированных лекарственных  форм  (включая  лекарственные  средства  в  форме  трансдермальных  систем)  или  в формы или упаковки для розничной продажи  (кроме средст",30044300
30,3004,"Лекарственные  средства,  содержащие  алкалоиды  или  их  производные,  расфасованные  в  виде дозированных  лекарственных  форм  (включая  лекарственные  средства  в  форме  трансдермальных систем)   или   в   формы   или   упаковки   для   розничной   п",30044900
30,3004,"Средства лекарственные прочие, содержащие витамины, провитамины и их производные",30045000
30,3004,"Лекарственные   средства,   содержащие  противомалярийные   активные  (действующие)   вещества, указанные  в  Примечании  к  субпозициям  2  к  Группе  30  ГС, расфасованные  в  виде  дозированных лекарственных  форм  (включая  лекарственные  средства  в ",30046000
30,3004,Средства лекарственные прочие,30049000
30,3005,"Вата, марля, бинты и аналогичные изделия (например, перевязочный материал, лейкопластыри, припарки), пропитанные или покрытые фармацевтическими веществами или pасфасованные в формы или упаковки для розничной продажи, предназначенные для
использования в ме",30050000
30,3005,"Материал перевязочный адгезивный и прочие материалы, имеющие липкую поверхность",30051000
30,3005,"Вата, марля и изделия из марли",30059000
30,3005,Вата и изделия из ваты,30059010
30,3005,Марля и изделия из марли,30059031
30,3005,"Материал перевязочный прочий из текстильных материалов, кроме марли и изделий из нее",30059050
30,3005,"Материал перевязочный прочий, кроме поименованных выше",30059099
30,3006,"Фаpмацевтическая пpодукция, упомянутая в Пpимечании 4 к данной Главе (см. Приложение 1 к Предисловию)",30060000
30,3006,"Кетгут   хирургический  стерильный,  аналогичные  стерильные  материалы  для  наложения  швов (включая стерильные рассасывающиеся хирургические или стоматологические нити) и стерильные адгезивные   ткани   для   хирургического   закрытия   ран;   ламинари",30061000
30,3006,Кетгут хирургический стерильный,30061010
30,3006,"Барьеры  адгезионные  стерильные  хирургические  или  стоматологические,  рассасывающиеся  или
нерассасывающиеся",30061030
30,3006,Материалы   прочие   стерильные   для   наложения   швов   и   стерильные   адгезивные   ткани   для хирургического   закрытия   ран;   ламинария   стерильная   и   тампоны   из   ламинарии   стерильные; стерильные    абсорбирующие    хирургические    или,30061090
30,3006,Реагенты для определения группы крови,30062000
30,3006,"Препараты   контрастные   для   рентгенографических   обследований;   реагенты   диагностические,
предназначенные для введения больным",30063000
30,3006,"Цементы  зубные  и  материалы  для  пломбирования  зубов  прочие;  цементы,  реконструирующие кость",30064000
30,3006,Сумки санитарные и набоpы для оказания первой помощи,30065000
30,3006,"Средства  химические  контрацептивные  на  основе  гормонов,  простагландинов,  тромбоксанов  и лейкотриенов или спермицидов",30066000
30,3006,"Препараты  в  виде  геля,  предназначенные  для  использования  в  медицине  или  ветеринарии  в
качестве смазки для частей тела в процессе хирургических операций или физических исследований или в качестве связующего агента между телом и медицинскими инст",30067000
30,3006,"Фаpмацевтическая  пpодукция,  упомянутая  в  Пpимечании  4  к  данной  Главе  (см.  Приложение  1  к
Предисловию), прочая, идентифицируемая как приспособления для стомического использования",30069100
30,3006,Средства фармацевтические непригодные; фармацевтические отходы,30069200
31,3101,"Удобрения животного или растительного происхождения, смешанные или несмешанные, химически обработанные или необработанные; удобрения, полученные смешиванием или химической обработкой продуктов растительного или животного происхождения",31010000
31,3102,"Удобрения минеральные или химические, азотные",31020000
31,3102,"Мочевина, в том числе в водном растворе",31021000
31,3102,"Мочевина, содержащая более 45 мас.% азота в пересчете на сухой безводный продукт",31021010
31,3102,Мочевина прочая,31021090
31,3102,Сульфат аммония,31022100
31,3102,Соли двойные и смеси сульфата аммония и нитрата аммония,31022900
31,3102,"Нитрат аммония, в том числе в водном растворе",31023000
31,3102,Нитрат аммония в водном растворе,31023010
31,3102,Нитрат аммония прочий,31023090
31,3102,"Смеси  нитрата  аммония  с  карбонатом  кальция  или  прочими  неорганическими  веществами,  не
являющимися удобрениями",31024000
31,3102,"Смеси  нитрата  аммония  с  карбонатом  кальция  или  прочими  неорганическими  веществами,  не являющимися удобрениями, с содержанием азота не более 28 мас.%",31024010
31,3102,"Смеси  нитрата  аммония  с  карбонатом  кальция  или  прочими  неорганическими  веществами,  не
являющимися удобрениями, с содержанием азота более 28 мас.%",31024090
31,3102,Нитрат натрия,31025000
31,3102,Соли двойные и смеси нитрата кальция и нитрата аммония,31026000
31,3102,Смеси мочевины и нитрата аммония в водном или аммиачном растворе,31028000
31,3102,"Удобрения минеральные или химические, азотные, прочие",31029000
31,3103,"Удобрения минеральные или химические, фосфорные",31030000
31,3103,"Суперфосфаты, содержащие 35 мас.% или более пентаоксида дифосфора (P2O5) (кроме продукции в
таблетках или аналогичных формах или в упаковках, брутто-масса которых не превышает 10 кг)",31031100
31,3103,"Суперфосфаты (кроме продукции, содержащей 35 мас.% или более пентаоксида дифосфора (P2O5),
продукции  в  таблетках  или  аналогичных  формах  или  в  упаковках,  брутто-масса  которых  не превышает 10 кг)",31031900
31,3103,"Удобрения минеральные или химические, фосфорные, прочие",31039000
31,3104,"Удобрения минеральные или химические, калийные",31040000
31,3104,Хлорид калия,31042000
31,3104,Хлорид  калия  с  содержанием  калия  в  пересчете  на  K2О  не  более  40  мас.%  в  сухом  безводном продукте,31042010
31,3104,"Хлорид  калия  с  содержанием  калия  в  пересчете  на  K2О  более  40  мас.%,  но  не  более  62  мас.%  в
сухом безводном продукте",31042050
31,3104,Хлорид калия с содержанием калия в пересчете на K2О более 62 мас.% в сухом безводном продукте,31042090
31,3104,Сульфат калия,31043000
31,3104,Удобрения калийные прочие,31049000
31,3105,"Удобрения минеральные или химические, содержащие два или три питательных элемента: азот, фосфор и калий; удобрения прочие; товары данной главы в таблетках или в упаковках,
брутто-масса которых не превышает 10 кг",31050000
31,3105,"Товары данной главы в таблетках или в упаковках, брутто-масса которых не превышает 10 кг",31051000
31,3105,"Удобрения минеральные или химические, содержащие три питательных элемента: азот, фосфор и
калий",31052000
31,3105,"Удобрения минеральные или химические, содержащие три питательных элемента: азот, фосфор и
калий, с содержанием азота более 10 мас.% в пересчете на сухой безводный продукт",31052010
31,3105,"Удобрения минеральные или химические, содержащие три питательных элемента: азот, фосфор и калий, прочие",31052090
31,3105,Диаммонийгидрофосфат (гидрофосфат аммония),31053000
31,3105,Дигидрофосфат аммония (моноаммонийфосфат) и его смеси с диаммонийгидрофосфатом,31054000
31,3105,"Удобрения минеральные или химические прочие, содержащие нитраты и фосфаты",31055100
31,3105,"Удобрения  минеральные  или  химические  прочие,  содержащие  два  питательных  элемента:  азот  и фосфор прочие",31055900
31,3105,"Удобрения минеральные или химические, содержащие два питательных элемента: фосфор и калий",31056000
31,3105,"Удобрения минеральные, прочие",31059000
31,3105,"Удобрения  минеральные,  прочие,  с  содержанием  азота  более  10  мас.%  в  пересчете  на  сухой
безводный продукт",31059020
31,3105,"Удобрения  минеральные,  прочие,  с  содержанием  азота  не  более  10  мас.%  в  пересчете  на  сухой
безводный продукт",31059080
32,3201,"Экстракты дубильные растительного происхождения; таннины и их соли, эфиры простые и сложные и прочие производные",32010000
32,3201,Экстракт квебрахо,32011000
32,3201,Экстракт акации,32012000
32,3201,"Экстракты дубильные растительного происхождения прочие; таннины и их соли, эфиры простые и
сложные и прочие производные",32019000
32,3201,"Экстракт сумаха, экстракт дуба крупночешуйчатого, экстракт дуба или экстракт каштана",32019020
32,3201,"Экстракты прочие растительного происхождения, дубильные; таннины и их соли, эфиры простые и
сложные и прочие производные",32019090
32,3202,"Вещества органические дубильные синтетические; неорганические дубильные вещества; препараты для дубления, содержащие или не содержащие природные дубильные вещества;
ферментные препараты для предварительного дубления",32020000
32,3202,Вещества органические дубильные синтетические,32021000
32,3202,"Вещества  неорганические  дубильные;  препараты  для  дубления,  содержащие  или  не  содержащие
природные дубильные вещества; ферментные препараты для предварительного дубления",32029000
32,3203,"Вещества красящие растительного или животного происхождения (включая красящие экстракты, кроме животного угля), определенного или неопределенного химического состава; препараты, изготовленные на основе красящих веществ растительного или животного
происхож",32030000
32,3203,Вещества кpасящие pастительного пpоисхождения и пpепаpаты на их основе,32030010
32,3203,Вещества красящие животного происхождения и препараты на их основе,32030090
32,3204,"Вещества органические красящие синтетические, определенного или неопределенного химического состава; препараты, изготовленные на основе синтетических органических красящих веществ, указанные в Примечании 3 к данной Главе  (см. Приложение 1 к Предисловию);",32040000
32,3204,"Красители органические синтетические, дисперсные, препараты, изготовленные на их основе",32041100
32,3204,"Красители   органические   синтетические,   кислотные,   предварительно   металлизированные   или неметаллизированные,   и   препараты,   изготовленные   на   их   основе;   красители   протравные   и препараты, изготовленные на их основе",32041200
32,3204,"Красители основные, органические синтетические, препараты, изготовленные на их основе",32041300
32,3204,"Красители прямые, органические синтетические, препараты, изготовленные на их основе",32041400
32,3204,"Красители кубовые, органические синтетические (в том числе используемые в качестве пигментов), препараты, изготовленные на их основе",32041500
32,3204,"Красители химически активные и препараты, изготовленные на их основе",32041600
32,3204,"Пигменты органические синтетические, препараты, изготовленные на их основе",32041700
32,3204,"Красители  органические  синтетические,  прочие  (в  том  числе,  смеси  двух  или  более  красящих веществ субпозиций 3204 11-3204 19)",32041900
32,3204,"Продукты органические синтетические, используемые в качестве оптических отбеливателей",32042000
32,3204,Продукты органические синтетические прочие,32049000
32,3205,"Лаки цветные; препараты на основе цветных лаков, указанные в Примечании 3 к данной
Главе (см. Приложение 1 к Предисловию)",32050000
32,3206,"Вещества красящие прочие; препараты, указанные в Примечании 3 к данной Главе
(см. Приложение 1 к Предисловию), отличные от препаратов позиций 3203, 3204 или 3205; неорганические продукты, используемые в качестве люминофоров, определенного или неопределенн",32060000
32,3206,"Пигменты и пpепаpаты, изготовленные на основе диоксида титана, содеpжащие 80 мас.% или более
диоксида титана в пеpесчете на сухое вещество",32061100
32,3206,"Пигменты и пpепаpаты, изготовленные на основе диоксида титана, пpочие",32061900
32,3206,"Пигменты и препараты, изготовленные на основе соединений хрома",32062000
32,3206,"Ультрамарин и препараты, изготовленные на его основе",32064100
32,3206,"Литопон и прочие пигменты и препараты, изготовленные на основе сульфида цинка",32064200
32,3206,Вещества и препараты неорганические красящие прочие,32064900
32,3206,Магнетит,32064910
32,3206,"Вещества и препараты неорганические красящие прочие, кроме выделенных отдельно",32064970
32,3206,"Продукты неорганические, используемые в качестве люминофоров",32065000
32,3207,"Пигменты готовые, глушители стекла и готовые краски, эмали и глазури стекловидные, ангобы (шликеры), глянцы жидкие и аналогичные препараты, используемые при
производстве керамики, эмали или стекла; фритта стекловидная и стекло пpочее в порошке, гранулах и",32070000
32,3207,"Пигменты готовые, глушители стекла, готовые краски и аналогичные препараты",32071000
32,3207,"Эмали и глазури стекловидные, ангобы (шликеры) и аналогичные препараты",32072000
32,3207,Ангобы (шликеры),32072010
32,3207,Эмали и глазури стекловидные и аналогичные препараты прочие,32072090
32,3207,Глянцы жидкие и аналогичные препараты,32073000
32,3207,"Фритта стекловидная и прочее стекло в порошке, гранулах или хлопьях",32074000
32,3207,"Стекло в хлопьях длиной 0.1 мм или более, но не более 3.5 мм и толщиной 2 мкм или более, но не
более 5 мкм; Стекло в порошке или гранулах, содержащее 99 мас.% или более диоксида кремния",32074040
32,3207,"Стекло в порошке, гранулах или хлопьях прочее",32074085
32,3208,"Краски и лаки (включая эмали и политуры) на основе синтетических полимеров или химически модифициpованных природных полимеров, диспергированные или растворенные в неводной среде; растворы, указанные в Примечании 4 к данной Главе (см. Приложение 1 к Предис",32080000
32,3208,Краски и лаки на основе сложных полиэфиров,32081000
32,3208,"Растворы   на   основе   сложных   полиэфиров,   указанные   в   Примечании   4   к   данной   Главе (см. Приложение 1 к Предисловию)",32081010
32,3208,Краски и лаки на основе сложных полиэфиров прочие,32081090
32,3208,Краски и лаки на основе акриловых или виниловых полимеров,32082000
32,3208,"Растворы  на  основе  акриловых  или  виниловых  полимеров,  указанные  в  Примечании  4  к  данной Главе (см. Приложение 1 к Предисловию)",32082010
32,3208,Краски и лаки на основе акриловых или виниловых полимеров прочие,32082090
32,3208,"Краски и лаки на основе синтетических полимеров или химически модифициpованных природных полимеров, диспергированные или растворенные в неводной среде, прочие",32089000
32,3208,"Полиуретан   2,2'-(трет-бутилимино)диэтанола   и   4,4'-метилендициклогексилдиизоцианата   в   виде
раствора в N,N-диметилацетамиде с содержанием полимера 48 мас.% или более",32089011
32,3208,"Сополимер п-крезола и дивинилбензола в виде раствора в N, N-диметилацетамиде с содержанием
полимера 48 мас.% или более",32089013
32,3208,Растворы в летучих органических растворителях прочие,32089019
32,3208,Растворы на основе синтетических полимеров,32089091
32,3208,Растворы на основе химически модифицированных природных полимеров,32089099
