Раздел,Глава,Наименование,GNG_text
44,4407,"Лесоматериалы из древесины хвойных пород, кроме сосны (Pinus spp.), пихты  (Abies spp.) или ели
(Picea  spp.),  распиленные  или  расколотые  вдоль,  разделенные  на  слои  или  лущеные,  толщиной более 6 мм, обработанные строганием (кроме имеющих торцевы",44071920
44,4407,"Лесоматериалы из древесины хвойных пород, кроме сосны (Pinus spp.), пихты  (Abies spp.) или ели (Picea  spp.),  распиленные  или  расколотые  вдоль,  разделенные  на  слои  или  лущеные,  толщиной
более 6 мм (кроме имеющих торцевые соединения или обработа",44071990
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или   нестроганые,   шлифованные   или   нешлифованные,   имеющие   или   не   имеющие   торцевые соединения, толщиной более 6 мм из махогониевого дерева (Swietenia",44072100
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или  нестроганые,  шлифованные,  имеющие  торцевые  соединения,  строганые  или  нестроганые, шлифованные или нешлифованные, толщиной более 6 мм из махогониевого де",44072110
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые,
нешлифованные,  имеющие  или  не  имеющие  торцевые  соединения,  толщиной  более  6  мм  из махогониевого дерева",44072191
44,4407,"Лесоматериалы   распиленные   или   расколотые   вдоль,   разделенные   на   слои   или   лущеные, нестроганые, шлифованные или нешлифованные, имеющие или не имеющие торцевые соединения,
толщиной более 6 мм из махогониевого дерева",44072199
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или   нестроганые,   шлифованные   или   нешлифованные,   имеющие   или   не   имеющие   торцевые соединения, толщиной более 6 мм из виролы суринамской, фебы порист",44072200
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или  нестроганые,  шлифованные,  имеющие  торцевые  соединения,  строганые  или  нестроганые, шлифованные или нешлифованные, толщиной более 6 мм из виролы суринамск",44072210
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые, нешлифованные, имеющие или не имеющие торцевые соединения, толщиной более 6 мм из виролы
суринамской, фебы пористой и бальза",44072291
44,4407,"Лесоматериалы   распиленные   или   расколотые   вдоль,   разделенные   на   слои   или   лущеные, нестроганые, шлифованные или нешлифованные, имеющие или не имеющие торцевые соединения,
толщиной более 6 мм из виролы суринамской, фебы пористой и бальза",44072299
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или   нестроганые,   шлифованные   или   нешлифованные,   имеющие   или   не   имеющие   торцевые соединения,  толщиной  более  6  мм  из  древесины  шореи  с  темн",44072500
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или нестроганые, шлифованные или нешлифованные, имеющие торцевые соединения, строганные или нестроганные, шлифованные или нешлифованные, толщиной более 6 мм из древ",44072510
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые,
шлифованные  или  нешлифованные,  не  имеющие  торцевые  соединения,  из  древесины  шореи  с темно-красной древесиной, шореи с бледно-красной древесиной и шореи б",44072530
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые,
шлифованные,   не   имеющие   торцевые   соединения,   из   древесины   шореи   с   темно-красной древесиной, шореи с бледно-красной древесиной и шореи бакау",44072550
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые, нешлифованные,   не   имеющие   торцевые   соединения,   из   древесины   шореи   с   темно-красной
древесиной, шореи с бледно-красной древесиной и шореи бакау",44072590
44,4407,"Древесина различных видов шореи, парашореи, пентакме, заболонная древесина шореи всех видов,
парашорея, шорея фагуцина и другие виды шореи и фрагрэа душистая",44072600
44,4407,"Древесина различных видов шореи, парашореи, пентакме, заболонная древесина шореи всех видов, парашорея,  шорея  фагуцина  и  другие  виды  шореи  и  фрагрэа  душистая,  имеющие  торцевые
соединения, строганые или нестроганые, шлифованные или не шлифованны",44072610
44,4407,"Древесина различных видов шореи, парашореи, пентакме, заболонная древесина шореи всех видов,
парашорея, шорея фагуцина и другие виды шореи и фрагрэа душистая, строганые",44072630
44,4407,"Древесина различных видов шореи, парашореи, пентакме, заболонная древесина шореи всех видов, парашорея, шорея фагуцина и другие виды шореи и фрагрэа душистая, шлифованные",44072650
44,4407,"Древесина различных видов шореи, парашореи, пентакме, заболонная древесина шореи всех видов, парашорея,   шорея   фагуцина   и   другие   виды   шореи   и   фрагрэа   душистая,   прочие,   кроме поименованных выше",44072690
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или   нестроганые,   шлифованные   или   нешлифованные,   имеющие   или   не   имеющие   торцевые
соединения, толщиной более 6 мм из энтандрофрагмы цилиндрической",44072700
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или  нестроганые,  шлифованные,  имеющие  торцевые  соединения,  строганые  или  нестроганые, шлифованные или нешлифованные, толщиной более 6 мм из энтандрофрагмы ц",44072710
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые, нешлифованные,  имеющие  или  не  имеющие  торцевые  соединения,  толщиной  более  6  мм  из энтандрофрагмы цилиндрической",44072791
44,4407,"Лесоматериалы   распиленные   или   расколотые   вдоль,   разделенные   на   слои   или   лущеные,
нестроганые, шлифованные или нешлифованные, имеющие или не имеющие торцевые соединения, толщиной более 6 мм из энтандрофрагмы цилиндрической",44072799
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или   нестроганые,   шлифованные   или   нешлифованные,   имеющие   или   не   имеющие   торцевые
соединения, толщиной более 6 мм из хлорофоры высокой (африканского",44072800
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или  нестроганые,  шлифованные,  имеющие  торцевые  соединения,  строганые  или  нестроганые, шлифованные  или  нешлифованные,  толщиной  более  6  мм  из  хлорофор",44072810
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые,
нешлифованные,  имеющие  или  не  имеющие  торцевые  соединения,  толщиной  более  6  мм  из хлорофоры высокой (африканского тикового дерева)",44072891
44,4407,"Лесоматериалы   распиленные   или   расколотые   вдоль,   разделенные   на   слои   или   лущеные, нестроганые, шлифованные или нешлифованные, имеющие или не имеющие торцевые соединения,
толщиной более 6 мм из хлорофоры высокой (африканского тикового дере",44072899
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые
или   нестроганые,   шлифованные   или   нешлифованные,   имеющие   или   не   имеющие   торцевые соединения, толщиной более 6 мм из древесины тропических пород, пр",44072900
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или  нестроганые,  шлифованные  или  нешлифованные,  имеющие  торцевые  соединения,  толщиной
более 6 мм из древесины тропических пород, прочие",44072915
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые, шлифованные  или  нешлифованные,  не  имеющие  торцевые  соединения,  из  древесины  палисандр Рио, палисандр Пара и бразильского розового дерева",44072920
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые,
шлифованные  или  нешлифованные,  не  имеющие  торцевые  соединения,  из  древесины  прочих тропических пород",44072983
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые, шлифованные, не имеющие торцевые соединения, из древесины прочих тропических пород",44072985
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или  нестроганые,   шлифованные  или  нешлифованные,   не   имеющие   торцевые  соединения,   из
древесины прочих тропических пород, кроме поименованных выше",44072995
44,4407,"Лесоматериалы  из  древесины  тропических  пород,  ранее  в  данной  позиции  не  поименованных, распиленные или расколотые вдоль, разделенные на слои или лущеные, строганные или имеющие
торцевые соединения, строганые или нестроганые, шлифованные или нешл",44072996
44,4407,"Лесоматериалы  из  древесины  тропических  пород,  ранее  в  данной  позиции  не  поименованных,
распиленные или расколотые вдоль, разделенные на слои или лущеные, шлифованные, толщиной более 6 мм (кроме  имеющих торцевые соединения)",44072997
44,4407,"Лесоматериалы  из  древесины  тропических  пород,  ранее  в  данной  позиции  не  поименованных,
распиленные или расколотые вдоль, разделенные на слои или лущеные, шлифованные, толщиной более 6 мм (кроме строганных, шлифованных или имеющих торцевые соедин",44072998
44,4407,"Лесоматериалы из дуба (Quercus sрр.) распиленные или расколотые вдоль, разделенные на слои или
лущеные, строганые или нестроганые, шлифованные или нешлифованные",44079100
44,4407,"Лесоматериалы  из  дуба  распиленные  или  расколотые  вдоль,  разделенные  на  слои  или  лущеные,
строганые   или   нестроганые,   шлифованные,   имеющие   торцевые   соединения,   строганые   или нестроганые, шлифованные или нешлифованные",44079115
44,4407,"Бруски,  планки  и  фриз  для  паркета  или  деревянного  покрытия  полов,  несобранные  строганые,
шлифованные или нешлифованные из дуба",44079131
44,4407,"Бруски,  планки  и  фриз  для  паркета  или  деревянного  покрытия  полов,  несобранные  строганые, шлифованные или нешлифованные, прочие",44079139
44,4407,"Лесоматериалы  из  дуба  распиленные  или  расколотые  вдоль,  разделенные  на  слои  или  лущеные, строганые  или  нестроганые,  шлифованные  или  нешлифованные,  прочие,  кроме  поименованных выше",44079190
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или нестроганые, шлифованные или нешлифованные из бука (Fagus sрр.)",44079200
44,4407,"Лесоматериалы из клена (Acer spp.) распиленные или расколотые вдоль, разделенные на слои или
лущеные, строганые или нестроганые, шлифованные или нешлифованные",44079300
44,4407,"Лесоматериалы из клена (Acer spp.) распиленные или расколотые вдоль, разделенные на слои или лущеные,  либо  строганые,  либо  имеющие  торцевые  соединения,  строганые  или  нестроганые, шлифованные или нешлифованные",44079310
44,4407,"Лесоматериалы  из  клена  (Acer  spp.)  прочие,  распиленные  или  расколотые  вдоль,  разделенные  на
слои или лущеные, строганые или нестроганые, шлифованные",44079391
44,4407,"Лесоматериалы  из  клена  (Acer  spp.)  прочие,  распиленные  или  расколотые  вдоль,  разделенные  на слои или лущеные, строганые или нестроганые, нешлифованные",44079399
44,4407,"Лесоматериалы  из  вишни  (Prunus  spp.) распиленные  или  расколотые  вдоль,  разделенные  на  слои
или лущеные, строганые или нестроганые, шлифованные или нешлифованные",44079400
44,4407,"Лесоматериалы  из  вишни  (Prunus  spp.) распиленные  или  расколотые  вдоль,  разделенные  на  слои или лущеные, либо  строганые, либо  имеющие торцевые соединения, строганые или нестроганые,
шлифованные или нешлифованные",44079410
44,4407,"Лесоматериалы из вишни (Prunus spp.) прочие, распиленные или расколотые вдоль, разделенные на
слои или лущеные, строганые или нестроганые, шлифованные",44079491
44,4407,"Лесоматериалы из вишни (Prunus spp.) прочие, распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые или нестроганые, нешлифованные",44079499
44,4407,"Лесоматериалы из ясеня  (Fraxinus spp.) распиленные или расколотые вдоль, разделенные на слои
или лущеные, строганые или нестроганые, шлифованные или нешлифованные",44079500
44,4407,"Лесоматериалы из ясеня  (Fraxinus spp.) распиленные или расколотые вдоль, разделенные на слои
или лущеные, либо  строганые, либо  имеющие торцевые соединения, строганые или нестроганые, шлифованные или нешлифованные",44079510
44,4407,"Лесоматериалы из ясеня (Fraxinus spp.) прочие, распиленные или расколотые вдоль, разделенные на
слои или лущеные, строганые или нестроганые, шлифованные",44079591
44,4407,"Лесоматериалы из ясеня (Fraxinus spp.) прочие, распиленные или расколотые вдоль, разделенные на
слои или лущеные, строганные или нестроганные, нешлифованные",44079599
44,4407,"Лесоматериалы из березы (Betula spp.), распиленные  или расколотые вдоль, разделенные  на слои или  лущеные,  строганые  или  нестроганые,  шлифованные  или  нешлифованные,  имеющие  или  не имеющие торцевые соединения, толщиной более 6 мм",44079600
44,4407,"Лесоматериалы из березы (Betula spp.), распиленные  или расколотые вдоль, разделенные  на слои
или лущеные, толщиной более 6 мм, строганые, или имеющие торцевые соединения, строганые или нестроганые, шлифованные или нешлифованные",44079610
44,4407,"Лесоматериалы из березы (Betula spp.), распиленные  или расколотые  вдоль, разделенные  на слои или лущеные, толщиной более 6 мм, шлифованные (кроме имеющих торцевые соединения)",44079691
44,4407,"Лесоматериалы из березы (Betula spp.), распиленные  или расколотые вдоль, разделенные  на слои
или  лущеные,  толщиной  более  6  мм,  (кроме  строганых,  шлифованных  или  имеющих  торцевые соединения)",44079699
44,4407,"Лесоматериалы из тополя и осины (Populus spp.), распиленные или расколотые вдоль, разделенные на слои или  лущеные, строганые или нестроганые, шлифованные или нешлифованные, имеющие
или не имеющие торцевые соединения, толщиной более 6 мм",44079700
44,4407,"Лесоматериалы из тополя и осины (Populus spp.), распиленные или расколотые вдоль, разделенные на  слои  или  лущеные,  толщиной  более  6  мм,  строганые,  или  имеющие  торцевые  соединения, строганые или нестроганые, шлифованные или нешлифованные",44079710
44,4407,"Лесоматериалы из тополя и осины (Populus spp.), распиленные или расколотые вдоль, разделенные на слои или лущеные, толщиной более 6 мм, шлифованные (кроме имеющих торцевые соединения)",44079791
44,4407,"Лесоматериалы из тополя и осины (Populus spp.), распиленные или расколотые вдоль, разделенные на  слои  или  лущеные,  толщиной  более  6  мм,  (кроме  строганых,  шлифованных  или  имеющих
торцевые соединения)",44079799
44,4407,"Лесоматериалы из прочих лиственных пород распиленные  или расколотые вдоль, разделенные на
слои или лущеные, строганые или нестроганые, шлифованные или нешлифованные",44079900
44,4407,"Лесоматериалы из прочих лиственных пород распиленные или расколотые вдоль, разделенные на
слои   или   лущеные,   строганые;   имеющие   торцевые   соединения,   строганые   или   нестроганые, шлифованные или нешлифованные",44079927
44,4407,"Лесоматериалы распиленные или расколотые вдоль, разделенные на слои или лущеные, строганые,
шлифованные из прочих лиственных пород, прочие",44079940
44,4407,"Лесоматериалы, распиленные или расколотые вдоль, разделенные на слои или лущеные, толщиной более 6 мм, (кроме строганых, шлифованных или имеющих торцевые соединения, лесоматериалов из хвойных или тропических пород, лесоматериалов из дуба (Quercus spp.), б",44079990
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или для другой аналогичной слоистой древесины и прочие лесоматериалы, распиленные вдоль, разделенные на слои или лущеные, строганные или не строганые, шлифованные ",44080000
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные   на   слои   или   лущеные,   строганые   или   не ",44081000
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры
или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные  на  слои  или  лущеные,  строганые,  шлифованные,  ",44081015
44,4408,Дощечки для изготовления карандашей из хвойных пород,44081091
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные   на   слои   или   лущеные,   нестроганые,   нешлиф",44081098
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные   на   слои   или   лущеные,   нестроганые,   нешлиф",44083100
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные на слои или лущеные, нестроганые, нешлифованные, име",44083111
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры
или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные на слои или лущеные, строганые, нешлифованные, не им",44083121
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные на слои или  лущеные, строганые, шлифованные,  не им",44083125
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль,
разделенные  на  слои  или  лущеные,  из  древесины  шореи  с  т",44083130
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль,
разделенные на слои или  лущеные, строганые, шлифованные,  не им",44083900
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры
или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные  на  слои  или  лущеные,  строганые,  шлифованные  и",44083915
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные  на  слои  или  лущеные,  строганые,  шлифованные,  ",44083921
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные  на  слои  или  лущеные,  нестроганые,  шлифованные,",44083930
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры
или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные  на  слои  или  лущеные,  строганые,  шлифованные,  ",44083955
44,4408,Дощечки для изготовления карандашей из древесины прочих тропических пород,44083970
44,4408,"Листы  шпона  и  фанеры,  древесина,  распиленная  в  продольном  направлении,  толщиной  не  более
1 мм",44083985
44,4408,"Листы шпона и фанеры, древесина, распиленная в продольном направлении, толщиной более 1 мм",44083995
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные    на    слои    или    лущеные,    строганые    или",44089000
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные    на    слои    или    лущеные,    строганые    или",44089015
44,4408,Дощечки для изготовления карандашей из прочих пород дерева,44089035
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные на слои или лущеные, строганые или нестроганые, шлиф",44089085
44,4408,"Листы для облицовки (включая полученные разделением слоистой древесины), для клееной фанеры или  для  другой  аналогичной  слоистой  древесины  и  прочие  лесоматериалы,  распиленные  вдоль, разделенные    на    слои    или    лущеные,    строганые    или",44089095
44,4409,"Пиломатериалы (включая планки и фриз для паркетного покрытия пола, несобранные) в виде профилированного погонажа (с гребнями, пазами, шпунтованные, со стесанными краями, с соединением в виде полукруглой калевки, фасонные, закругленные или аналогичные) по ",44090000
44,4409,"Пиломатериалы  (включая  планки  и  фриз  для  паркетного  покрытия  пола,  несобранные)  в  виде профилированного   погонажа   (с   гребнями,   пазами,   шпунтованные,   со   стесанными   краями,   с соединением в виде полукруглой калевки, фасонные, закр",44091000
44,4409,"Багет  для  изготовления  рам  для  картин,  фотографий,  зеркал  или  аналогичных  предметов  из
хвойных пород дерева",44091011
44,4409,"Пиломатериалы  (включая  планки  и  фриз  для  паркетного  покрытия  пола,  несобранные)  в  виде профилированного   погонажа   (с   гребнями,   пазами,   шпунтованные,   со   стесанными   краями,   с соединением в виде полукруглой калевки, фасонные, закр",44091018
44,4409,"Пиломатериалы  (включая  планки  и  фриз  для  паркетного  покрытия  пола,  несобранные)  в  виде
профилированного   погонажа   (с   гребнями,   пазами,   шпунтованные,   со   стесанными   краями,   с соединением в виде полукруглой калевки, фасонные, закр",44092100
44,4409,"Пиломатериалы   из   древесины   тропических   пород   (включая   планки   и   фриз   для   паркетного
покрытия   пола,    несобранные)   в   виде   профилированного   погонажа   (с   гребнями,   пазами, шпунтованные,  со  стесанными  краями,  с  соединен",44092200
44,4409,"Пиломатериалы  (включая  планки  и  фриз  для  паркетного  покрытия  пола,  несобранные)  в  виде профилированного   погонажа   (с   гребнями,   пазами,   шпунтованные,   со   стесанными   краями,   с соединением в виде полукруглой калевки, фасонные, закр",44092900
44,4409,"Багет для изготовления рам для картин, фотографий, зеркал или аналогичных предметов",44092910
44,4409,"Бруски,  планки  и  фриз  для  паркетного  или  деревянного  покрытия  пола,  несобранные,  из  прочих
лиственных пород",44092991
44,4409,"Пиломатериалы,  кроме  выделенных  отдельно,  (включая  планки  и  фриз  для  паркетного  покрытия пола,  несобранные)  в  виде  профилированного  погонажа  (с  гребнями,  пазами,  шпунтованные,  со стесанными  краями,  с  соединением  в  виде  полукругло",44092999
44,4410,"Плиты древесностружечные, плиты с ориентированной стружкой (OSB) и аналогичные плиты (например, вафельные плиты) из древесины или других одревесневших материалов, пропитанные или не пропитанные смолами или другими органическими связующими веществами",44100000
44,4410,"Плиты древесностружечные из древесины, пропитанные или не пропитанные смолами или другими
органическими связующими веществами",44101100
44,4410,"Плиты древесностружечные из древесины, необработанные или без дальнейшей обработки, кроме шлифования",44101110
44,4410,"Плиты   древесностружечные   из   древесины,   с   поверхностью,   покрытой  бумагой,   пропитанной меламиновой смолой",44101130
44,4410,"Плиты  древесностружечные  из  древесины,  с  поверхностью,  покрытой  декоративной  слоистой
пластмассой",44101150
44,4410,"Плиты древесностружечные из древесины, пропитанные или не пропитанные смолами или другими органическими связующими веществами, прочие",44101190
44,4410,"Плиты  с  ориентированной  стружкой  (OSB)  из  древесины,  пропитанные  или  не  пропитанные смолами или другими органическими связующими веществами",44101200
44,4410,"Плиты  с  ориентированной  стружкой  (OSB)  из  древесины,  необработанные  или  без  дальнейшей
обработки, кроме шлифования",44101210
44,4410,"Плиты  с  ориентированной  стружкой  (OSB)  из  древесины,  пропитанные  или  не  пропитанные
смолами или другими органическими связующими веществами, прочие",44101290
44,4410,"Плиты, аналогичные древесностружечным, прочие из древесины, пропитанные или не пропитанные смолами или другими органическими связующими веществами",44101900
44,4410,Плиты древесностружечные прочие,44109000
44,4411,Плиты древесноволокнистые из древесины или других одревесневших материалов с добавлением или без добавления смол или других органических веществ,44110000
44,4411,"Плиты древесноволокнистые  средней плотности (MDF),  толщиной не более 5  мм, с  добавлением или без добавления смол или других органических веществ",44111200
44,4411,"Плиты древесноволокнистые средней плотности (MDF), толщиной не более 5 мм, без механической
обработки или облицовки поверхности",44111210
44,4411,"Плиты древесноволокнистые  средней плотности (MDF),  толщиной не более 5  мм, с  добавлением или без добавления смол или других органических веществ, прочие",44111290
44,4411,"Плиты древесноволокнистые средней плотности (MDF), толщиной более 5 мм, но не более 9 мм, с добавлением или без добавления смол или других органических веществ",44111300
44,4411,"Плиты древесноволокнистые средней плотности (MDF), толщиной более 5 мм, но не более 9 мм, без механической обработки или облицовки поверхности",44111310
44,4411,"Плиты древесноволокнистые средней плотности (MDF), толщиной более 5 мм, но не более 9 мм, с
добавлением или без добавления смол или других органических веществ, прочие",44111390
